date,cow_dung_incoming_mt,food_waste_incoming_mt,veg_waste_incoming_mt,total_incoming_mt,processed_cow_dung_mt,processed_food_waste_mt,mavitech_processed_mt,total_processed_mt,recycle_water_m3,fresh_water_m3,total_water_m3,feed_digester_1_m3,feed_digester_2_m3,feed_total_m3,ph_inlet,ph_outlet_d1,ph_outlet_d2,temp_outlet_d1_c,temp_outlet_d2_c,raw_gas_d1_nm3,raw_gas_d2_nm3,raw_gas_total_nm3,raw_gas_utilized_total_nm3,scrubber_gas_flow_outlet_nm3,raw_gas_total_raw_nm3,cow_dung_incoming_mt_was_missing,food_waste_incoming_mt_was_missing,veg_waste_incoming_mt_was_missing,total_incoming_mt_was_missing,processed_cow_dung_mt_was_missing,processed_food_waste_mt_was_missing,mavitech_processed_mt_was_missing,total_processed_mt_was_missing,recycle_water_m3_was_missing,fresh_water_m3_was_missing,total_water_m3_was_missing,feed_digester_1_m3_was_missing,feed_digester_2_m3_was_missing,feed_total_m3_was_missing,ph_inlet_was_missing,ph_outlet_d1_was_missing,ph_outlet_d2_was_missing,temp_outlet_d1_c_was_missing,temp_outlet_d2_c_was_missing,raw_gas_utilized_total_nm3_was_missing,scrubber_gas_flow_outlet_nm3_was_missing,biogas_prod_was_missing,biogas_prod_feature_imputed,target_biogas_next_day_nm3,target_is_valid,biogas_today_nm3,biogas_lag_1d,biogas_lag_2d,biogas_lag_3d,biogas_lag_7d,feed_total_lag_1d,feedstock_incoming_lag_1d,processed_total_lag_1d,recycle_water_lag_1d,ph_d1_lag_1d,temp_d1_lag_1d,biogas_rolling_mean_3d,biogas_rolling_mean_7d,biogas_rolling_std_7d,feed_rolling_mean_7d,incoming_rolling_mean_7d,day_of_week,is_weekend,month,day_of_month
2026-01-04,16.27,27.01,72.25,115.53,16.27,27.01,43.75,108.71,51.0,0.0,0.0,100.0,100.0,200.0,6.1,7.5,7.4,35.0,35.0,2619.0,2707.0,5326.0,6097.0,8188.0,5326.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5326.0,5927.0,1,5326.0,5927.0,5903.0,5433.0,4631.0,72.0,87.34,74.25,50.0,7.7,35.0,5718.666666666667,5380.571428571428,524.473023501641,116.28571428571428,148.46285714285713,6,1,1,4
2026-01-05,22.58,20.2,110.63,153.41,27.21,21.86,61.75,117.15,56.0,0.0,0.0,113.0,111.0,224.0,6.1,7.8,7.7,35.0,34.0,2861.0,3066.0,5927.0,5927.0,6838.0,5927.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5927.0,6188.0,1,5927.0,5326.0,5927.0,5903.0,5617.0,200.0,115.53,108.71,51.0,7.5,35.0,5726.666666666667,5424.857142857143,559.6708641607823,129.14285714285714,148.32999999999998,0,0,1,5
2026-01-06,15.05,13.84,8.3,37.19,16.13,15.84,64.5,93.97,40.0,0.0,0.0,120.0,105.0,225.0,6.1,7.8,7.7,35.0,34.0,3003.0,3185.0,6188.0,5632.0,6919.0,6188.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6188.0,7654.0,1,6188.0,5927.0,5326.0,5927.0,5019.0,224.0,153.41,117.15,56.0,7.8,35.0,5813.666666666667,5591.857142857143,591.8660965036581,144.14285714285714,128.12285714285713,1,0,1,6
2026-01-07,20.64,12.17,0.0,32.81,19.76,11.17,63.5,108.27,40.0,0.0,0.0,128.0,130.0,258.0,6.2,7.7,7.4,35.0,34.0,3655.0,3999.0,7654.0,7809.0,11094.0,7654.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7654.0,5266.0,1,7654.0,6188.0,5927.0,5326.0,4439.0,225.0,37.19,93.97,40.0,7.8,35.0,6589.666666666667,6051.142857142857,769.0451717490197,165.42857142857142,107.88714285714286,2,0,1,7
2026-01-08,25.4,9.28,0.0,34.68,26.28,13.28,40.0,85.66,47.0,0.0,0.0,124.0,126.0,250.0,6.2,7.7,7.5,35.0,34.0,2630.0,2636.0,5266.0,5667.0,7558.0,5266.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5266.0,6109.0,1,5266.0,7654.0,6188.0,5927.0,5433.0,258.0,32.81,108.27,40.0,7.7,35.0,6369.333333333333,6027.285714285715,793.6148760126503,186.14285714285717,92.08571428571427,3,0,1,8
2026-01-09,6.38,9.6,0.0,15.98,6.38,9.08,23.75,46.81,40.0,0.0,0.0,94.0,95.0,189.0,6.2,7.6,7.5,34.0,35.0,2844.0,3265.0,6109.0,5656.0,7612.0,6109.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6109.0,4088.0,1,6109.0,5266.0,7654.0,6188.0,5903.0,250.0,34.68,85.66,47.0,7.7,35.0,6343.0,6056.714285714285,792.0559143321728,202.57142857142856,68.13428571428571,4,0,1,9
2026-01-10,0.0,10.83,0.0,10.83,0.0,9.5,23.75,25.6,48.0,0.0,0.0,65.0,65.0,130.0,6.2,7.7,7.4,35.0,34.0,2109.0,1979.0,4088.0,3083.0,5001.0,4088.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4088.0,4863.0,1,4088.0,6109.0,5266.0,7654.0,5927.0,189.0,15.98,46.81,40.0,7.6,34.0,5154.333333333333,5794.0,1090.870753114228,210.8571428571429,57.20428571428572,5,1,1,10
2026-01-11,14.56,10.38,0.0,24.94,13.85,12.38,52.25,98.38,32.0,0.0,0.0,145.0,145.0,290.0,6.1,7.7,7.5,35.0,35.0,2313.0,2550.0,4863.0,5639.0,7949.0,4863.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4863.0,4410.0,1,4863.0,4088.0,6109.0,5266.0,5326.0,130.0,10.83,25.6,48.0,7.7,35.0,5020.0,5727.857142857143,1137.0361220546802,223.7142857142857,44.262857142857136,6,1,1,11
2026-01-12,17.1,12.04,30.15,59.29,16.85,14.34,34.25,63.59,42.0,0.0,0.0,88.0,85.0,173.0,6.2,7.1,7.2,35.0,34.0,2236.0,2174.0,4410.0,3390.0,4791.0,4410.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4410.0,3925.0,1,4410.0,4863.0,4088.0,6109.0,5927.0,290.0,24.94,98.38,32.0,7.7,35.0,4453.666666666667,5511.142857142857,1233.2505055842514,216.42857142857144,30.81714285714286,0,0,1,12
2026-01-13,17.48,21.08,82.91,121.47,17.55,17.63,53.0,104.83,53.0,0.0,0.0,100.0,99.0,199.0,6.2,7.3,7.2,35.0,34.0,1655.0,2270.0,3925.0,4942.0,5699.0,3925.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3925.0,5341.0,1,3925.0,4410.0,4863.0,4088.0,6188.0,173.0,59.29,63.59,42.0,7.1,35.0,4399.333333333333,5187.857142857143,1319.8206227326796,212.7142857142857,42.85714285714285,1,0,1,13
2026-01-14,19.64,10.68,85.63,115.95,19.68,12.68,46.5,91.1,39.0,0.0,0.0,95.0,95.0,190.0,6.2,7.5,7.6,35.0,34.0,2773.0,2568.0,5341.0,5341.0,6490.0,5341.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5341.0,5493.0,1,5341.0,3925.0,4410.0,4863.0,7654.0,199.0,121.47,104.83,53.0,7.3,35.0,4558.666666666667,4857.428571428572,777.6963540146116,203.0,54.73428571428571,2,0,1,14
2026-01-15,20.66,8.64,76.16,105.46,20.26,10.86,49.0,104.39,54.0,0.0,0.0,100.0,103.0,203.0,6.2,7.2,7.4,35.0,34.0,2617.0,2876.0,5493.0,5493.0,6930.0,5493.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5493.0,5098.0,1,5493.0,5341.0,3925.0,4410.0,5266.0,190.0,115.95,91.1,39.0,7.5,35.0,4919.666666666667,4889.857142857143,801.9277666081553,196.28571428571428,64.84571428571428,3,0,1,15
2026-01-16,15.03,12.5,82.46,109.99,15.03,12.5,59.25,104.66,63.0,0.0,0.0,121.0,121.0,242.0,6.2,7.5,7.3,35.0,35.0,2294.0,2804.0,5098.0,5087.0,5753.0,5098.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5098.0,5603.0,1,5098.0,5493.0,5341.0,3925.0,6109.0,203.0,105.46,104.39,54.0,7.2,35.0,5310.666666666667,4745.428571428572,615.0238090629392,203.8571428571429,78.27571428571427,4,0,1,16
2026-01-17,19.78,10.41,82.1,112.29,19.05,9.97,60.5,112.73,38.0,0.0,0.0,96.0,96.0,192.0,6.2,7.7,7.5,35.0,34.0,2707.0,2896.0,5603.0,5271.0,6579.0,5603.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5603.0,5677.0,1,5603.0,5098.0,5493.0,5341.0,4088.0,242.0,109.99,104.66,63.0,7.5,35.0,5398.0,4961.857142857143,611.6715972293827,212.7142857142857,92.77,5,1,1,17
2026-01-18,10.14,7.57,77.56,95.27,10.14,7.57,58.0,93.46,19.0,0.0,0.0,108.0,109.0,217.0,6.1,7.6,7.5,35.0,34.0,2717.0,2960.0,5677.0,3877.0,4385.0,5677.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5677.0,7230.0,1,5677.0,5603.0,5098.0,5493.0,4863.0,192.0,112.29,112.73,38.0,7.7,35.0,5459.333333333333,5078.142857142857,664.8123616408451,202.28571428571428,102.81714285714284,6,1,1,18
2026-01-19,25.33,14.01,96.24,135.58,27.31,11.23,61.75,107.53,44.0,0.0,0.0,117.0,116.0,233.0,6.1,7.5,7.4,35.0,35.0,3686.0,3544.0,7230.0,6682.0,7927.0,7230.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7230.0,7067.0,1,7230.0,5677.0,5603.0,5098.0,4410.0,217.0,95.27,93.46,19.0,7.6,35.0,6170.0,5481.0,974.6683196520428,210.8571428571429,113.71571428571428,0,0,1,19
2026-01-20,26.83,14.94,109.5,151.27,23.81,14.94,61.0,125.93,46.0,0.0,0.0,120.0,120.0,240.0,6.1,7.6,7.5,35.0,35.0,3598.0,3469.0,7067.0,7067.0,8837.0,7067.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7067.0,7109.0,1,7067.0,7230.0,5677.0,5603.0,3925.0,233.0,135.58,107.53,44.0,7.5,35.0,6658.0,5929.857142857143,854.7729578805207,216.7142857142857,117.97285714285717,1,0,1,20
2026-01-21,22.39,18.39,108.53,149.31,23.18,19.39,58.25,114.76,55.0,0.0,0.0,120.0,120.0,240.0,6.1,7.7,7.4,35.0,34.0,3066.0,4043.0,7109.0,7109.0,7822.0,7109.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7109.0,6431.0,1,7109.0,7067.0,7230.0,5677.0,5341.0,240.0,151.27,125.93,46.0,7.6,35.0,7135.333333333333,6182.428571428572,911.1256512583532,223.8571428571429,122.73857142857142,2,0,1,21
2026-01-22,26.01,22.07,105.68,153.76,28.24,15.07,60.75,128.13,55.0,0.0,0.0,111.0,110.0,221.0,6.2,7.6,7.4,35.0,34.0,3099.0,3332.0,6431.0,6431.0,7253.0,6431.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6431.0,6344.0,1,6431.0,7109.0,7067.0,7230.0,5493.0,240.0,149.31,114.76,55.0,7.7,35.0,6869.0,6316.428571428572,860.3956177524532,226.42857142857144,129.63857142857142,3,0,1,22
2026-01-23,21.66,14.64,103.1,139.4,20.08,16.64,56.75,111.95,40.0,0.0,0.0,106.0,109.0,215.0,6.2,7.6,7.5,35.0,34.0,3306.0,3038.0,6344.0,6289.0,8087.0,6344.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6344.0,6967.0,1,6344.0,6431.0,7109.0,7067.0,5098.0,221.0,153.76,128.13,55.0,7.6,35.0,6628.0,6494.428571428572,675.2885450291795,222.57142857142856,133.84,4,0,1,23
2026-01-24,26.56,17.71,124.34,168.61,25.45,17.71,56.25,122.05,64.0,0.0,0.0,112.0,116.0,228.0,6.2,7.7,7.6,35.0,34.0,3186.0,3781.0,6967.0,6564.0,8705.0,6967.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6967.0,7717.0,1,6967.0,6344.0,6431.0,7109.0,5603.0,215.0,139.4,111.95,40.0,7.6,35.0,6580.666666666667,6689.285714285715,562.5805762394509,227.7142857142857,141.8857142857143,5,1,1,24
2026-01-25,21.35,13.61,98.37,133.33,24.04,16.05,33.0,97.41,54.0,0.0,0.0,109.0,110.0,219.0,6.2,7.7,7.6,35.0,34.0,3688.0,4029.0,7717.0,8175.0,9483.0,7717.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7717.0,5452.0,1,7717.0,6967.0,6344.0,6431.0,5677.0,228.0,168.61,122.05,64.0,7.7,35.0,7009.333333333333,6980.714285714285,471.8653460065845,228.0,147.32285714285717,6,1,1,25
2026-01-26,23.16,19.27,112.51,154.94,22.08,17.99,21.75,99.21,43.0,0.0,0.0,90.0,90.0,180.0,6.2,7.7,7.6,35.0,34.0,2517.0,2935.0,5452.0,5452.0,6107.0,5452.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5452.0,6866.0,1,5452.0,7717.0,6967.0,6344.0,7230.0,219.0,133.33,97.41,54.0,7.7,35.0,6712.0,6726.714285714285,725.6208179404582,220.42857142857144,150.08857142857144,0,0,1,26
2026-01-28,18.29,22.42,114.5,155.21,17.29,13.05,43.25,115.93,51.0,0.0,0.0,109.0,108.0,217.0,6.2,7.5,7.4,35.0,34.0,,,,6866.0,8254.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6866.0,6243.0,1,6866.0,6866.0,5452.0,7717.0,7109.0,217.0,155.21,115.93,51.0,7.5,35.0,6394.666666666667,6663.285714285715,696.1627478029683,213.8571428571429,151.49428571428572,2,0,1,28
2026-01-29,29.33,16.35,126.39,172.07,28.89,17.35,37.25,118.24,51.0,0.0,0.0,124.0,126.0,250.0,6.2,7.5,7.4,35.0,34.0,3268.0,2975.0,6243.0,6243.0,7619.0,6243.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6243.0,5433.0,1,6243.0,6866.0,6866.0,5452.0,6431.0,217.0,155.21,115.93,51.0,7.5,35.0,6658.333333333333,6636.428571428572,710.1044188809793,218.0,154.11,3,0,1,29
2026-01-30,17.17,22.39,125.97,165.53,18.81,21.39,38.75,108.22,109.0,0.0,0.0,128.0,140.0,142.0,6.2,7.7,7.6,35.0,34.0,2454.0,2979.0,5433.0,6244.0,7474.0,5433.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5433.0,5494.0,1,5433.0,6243.0,6866.0,6866.0,6344.0,250.0,172.07,118.24,51.0,7.5,35.0,6180.666666666667,6506.285714285715,843.5693439754939,207.57142857142856,157.84285714285716,4,0,1,30
2026-01-31,15.17,19.29,118.98,153.44,15.17,12.12,21.5,85.13,40.0,0.0,0.0,122.0,121.0,243.0,6.2,7.7,7.6,35.0,34.0,2831.0,2663.0,5494.0,5494.0,6289.0,5494.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5494.0,5425.0,1,5494.0,5433.0,6243.0,6866.0,6967.0,142.0,165.53,108.22,109.0,7.7,35.0,5723.333333333333,6295.857142857143,891.8294733433155,209.7142857142857,155.6757142857143,5,1,1,31
2026-02-01,17.15,13.86,109.09,140.1,15.46,13.57,27.25,101.07,38.0,0.0,0.0,107.0,107.0,214.0,6.2,7.8,7.7,35.0,34.0,2415.0,3010.0,5425.0,5425.0,6412.0,5425.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5425.0,4447.0,1,5425.0,5494.0,5433.0,6243.0,7717.0,243.0,153.44,85.13,40.0,7.7,35.0,5450.666666666667,5968.428571428572,678.2867773891486,209.0,156.64285714285714,6,1,2,1
2026-02-02,15.36,22.46,104.1,141.92,16.97,23.3,14.5,125.77,41.0,0.0,0.0,121.0,121.0,242.0,6.2,7.8,7.7,35.0,34.0,2247.0,2200.0,4447.0,4447.0,4857.0,4447.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4447.0,4802.0,1,4447.0,5425.0,5494.0,5433.0,5452.0,214.0,140.1,101.07,38.0,7.8,35.0,5122.0,5824.857142857143,881.683508705824,217.8571428571429,154.78285714285715,0,0,2,2
2026-02-03,9.49,14.57,89.38,113.44,10.39,15.52,27.25,85.26,80.0,0.0,0.0,140.0,141.0,281.0,6.2,7.7,7.6,35.0,34.0,2927.0,1875.0,4802.0,4802.0,4528.0,4802.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4802.0,8954.0,1,4802.0,4447.0,5425.0,5494.0,6866.0,242.0,141.92,125.77,41.0,7.8,35.0,4891.333333333333,5530.0,818.318194021536,227.0,148.81571428571428,1,0,2,3
2026-02-04,15.1,21.6,113.63,150.39,13.03,25.0,16.25,108.18,39.0,0.0,0.0,152.0,152.0,304.0,6.2,7.7,7.6,35.0,34.0,5532.0,3422.0,8954.0,8954.0,11771.0,8954.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8954.0,7437.0,1,8954.0,4802.0,4447.0,5425.0,6866.0,281.0,113.44,85.26,80.0,7.7,35.0,6067.666666666667,5828.285714285715,1490.7451955633603,239.42857142857144,148.12714285714284,2,0,2,4
2026-02-05,0.0,21.6,113.63,150.39,15.37,20.56,12.0,83.26,40.0,0.0,0.0,152.0,152.0,304.0,6.2,7.4,7.4,35.0,34.0,4419.0,3018.0,7437.0,7437.0,17994.0,7437.0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,7437.0,8183.0,1,7437.0,8954.0,4802.0,4447.0,6243.0,304.0,150.39,108.18,39.0,7.7,35.0,7064.333333333333,5998.857142857143,1609.670714625763,247.14285714285717,145.03,3,0,2,5
2026-02-06,0.0,21.6,113.63,150.39,15.66,16.84,27.25,116.64,40.0,0.0,0.0,152.0,152.0,304.0,6.2,7.4,7.4,35.0,34.0,4853.0,3330.0,8183.0,8183.0,7178.0,8183.0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,8183.0,9183.0,1,8183.0,7437.0,8954.0,4802.0,5433.0,304.0,150.39,83.26,40.0,7.4,35.0,8191.333333333333,6391.714285714285,1775.5828821625246,270.2857142857143,142.86714285714285,4,0,2,6
2026-02-07,11.57,25.96,90.23,127.76,10.98,9.1,28.25,101.65,40.0,0.0,0.0,152.0,152.0,304.0,6.2,7.4,7.5,34.0,34.0,5224.0,3959.0,9183.0,9183.0,8439.0,9183.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,9183.0,5875.0,1,9183.0,8183.0,7437.0,8954.0,5494.0,304.0,150.39,116.64,40.0,7.4,35.0,8267.666666666666,6918.714285714285,1998.2262729969416,279.0,139.1985714285714,5,1,2,7
2026-02-08,11.81,16.7,89.98,118.49,11.25,27.06,18.25,121.23,40.0,0.0,0.0,152.0,152.0,304.0,6.2,7.4,7.5,34.0,34.0,3653.0,2222.0,5875.0,5875.0,4814.0,5875.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5875.0,7726.0,1,5875.0,9183.0,8183.0,7437.0,5425.0,304.0,127.76,101.65,40.0,7.4,34.0,7747.0,6983.0,1948.789282263908,291.85714285714283,136.11142857142858,6,1,2,8
2026-02-09,11.46,47.15,93.74,152.35,12.61,20.2,19.25,106.16,40.0,0.0,0.0,152.0,152.0,304.0,6.2,7.42,7.7,36.0,35.0,4357.0,3369.0,7726.0,7726.0,6215.0,7726.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7726.0,8101.0,1,7726.0,5875.0,9183.0,8183.0,4447.0,304.0,118.49,121.23,40.0,7.4,34.0,7594.666666666667,7451.428571428572,1600.5964364514136,300.7142857142857,137.60142857142856,0,0,2,9
2026-02-10,10.61,19.07,101.85,131.53,10.61,19.69,14.25,103.1,40.0,0.0,0.0,152.0,152.0,304.0,6.2,7.5,7.7,36.0,35.0,5130.0,2971.0,8101.0,8101.0,6230.0,8101.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,8101.0,6150.0,1,8101.0,7726.0,5875.0,9183.0,4802.0,304.0,152.35,106.16,40.0,7.42,36.0,7234.0,7922.714285714285,1096.9011979641791,304.0,140.18571428571428,1,0,2,10
2026-02-11,8.71,22.17,117.03,147.91,8.71,25.17,22.5,112.41,40.0,0.0,0.0,152.0,152.0,304.0,6.2,7.5,7.7,36.0,35.0,3732.0,2418.0,6150.0,6150.0,4965.0,6150.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6150.0,3662.0,1,6150.0,8101.0,7726.0,5875.0,8954.0,304.0,131.53,103.1,40.0,7.5,36.0,7325.666666666667,7522.142857142857,1167.255817229949,304.0,139.83142857142855,2,0,2,11
2026-02-12,14.37,19.49,131.01,164.87,13.33,18.1,3.0,99.46,40.0,0.0,0.0,152.0,152.0,304.0,6.2,7.3,7.4,36.0,35.0,1713.0,1949.0,3662.0,2923.0,2687.0,3662.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3662.0,3717.0,1,3662.0,6150.0,8101.0,7726.0,7437.0,304.0,147.91,112.41,40.0,7.5,36.0,5971.0,6982.857142857143,1872.2787745215244,304.0,141.9,3,0,2,12
2026-02-13,11.1,15.11,119.97,146.18,10.77,20.11,0.0,98.48,40.0,0.0,0.0,152.0,152.0,304.0,6.2,7.3,7.4,36.0,35.0,1417.0,2300.0,3717.0,1939.0,1927.0,3717.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3717.0,4744.0,1,3717.0,3662.0,6150.0,8101.0,8183.0,304.0,164.87,99.46,40.0,7.3,36.0,4509.666666666667,6344.857142857143,2137.3168091925804,304.0,141.29857142857142,4,0,2,13
2026-02-14,11.84,25.48,119.41,156.73,10.84,17.54,0.0,101.35,40.0,0.0,0.0,152.0,152.0,304.0,6.2,7.5,7.6,35.0,35.0,2206.0,2538.0,4744.0,2797.0,2866.0,4744.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4744.0,3475.0,1,4744.0,3717.0,3662.0,6150.0,9183.0,304.0,146.18,98.48,40.0,7.3,36.0,4041.0,5710.714285714285,1784.2583626711446,304.0,145.43714285714285,5,1,2,14
